prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"Rheumatoid arthritis is a chronic autoimmune disorder that primarily affects the joints, causing pain, swelling, and stiffness. One of the common symptoms of Rheumatoid arthritis is morning stiffness that lasts for more than one hour. This stiffness can be particularly severe in the morning and may improve throughout the day with movement and activity. Other symptoms of Rheumatoid arthritis can include fatigue, fever, and weight loss. While there is no cure for Rheumatoid arthritis, treatment options such as medications, physical therapy, and lifestyle changes can help manage symptoms and slow the progression of the disease.",-> Rheumatoid arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis arthritis,"Rheumatoid arthritis is a chronic autoimmune disorder that primarily affects the joints, causing pain, swelling, and stiffness. One of the common symptoms of Rheumatoid arthritis is morning stiffness that lasts for more than one hour. This stiffness can be particularly severe in the morning and may improve throughout the day with movement and activity. Other symptoms of Rheumatoid arthritis can include fatigue, fever, and weight loss. While there is no cure for Rheumatoid arthritis, treatment options such as medications, physical therapy, and lifestyle changes can help manage symptoms and slow the progression of the disease.",True,What is Rheumatoid arthritis and what is one of its common symptoms?,0.2926584881609645,0.004440346145616142
,"A deficiency in Vitamin B2, also known as riboflavin, is characterized by two main symptoms: cheilosis and corneal vascularization. Cheilosis is a condition where the lips become dry, cracked, and inflamed, while corneal vascularization is a condition where blood vessels grow into the cornea, which can lead to impaired vision. Vitamin B2 is an essential nutrient that plays a role in energy metabolism and other bodily functions, so it is important to ensure adequate intake through a balanced diet or supplements if necessary.",Welches sind die Symptome einer Mangel an Vitamin B2? ->,"A deficiency in Vitamin B2, also known as riboflavin, is characterized by two main symptoms: cheilosis and corneal vascularization. Cheilosis is a condition where the lips become dry, cracked, and inflamed, while corneal vascularization is a condition where blood vessels grow into the cornea, which can lead to impaired vision. Vitamin B2 is an essential nutrient that plays a role in energy metabolism and other bodily functions, so it is important to ensure adequate intake through a balanced diet or supplements if necessary.",True,What are the symptoms of a Vitamin B2 deficiency?,0.4715475650218356,0.00253029005308516
,The likely diagnosis for the patient's condition is primary adrenal insufficiency.,"Was könnte die mögliche Diagnose für ein Patient mit Tuberkulose sein, der mit hypotension, hyponatremia, hyperkalemia, hypercalcemia, hyperpigmentation, and eosinophilia tritt? ->",The likely diagnosis for the patient's condition is primary hyperaldosteronism.,False,"In a patient with tuberculosis, who presents with hypotension, hyponatremia, hyperkalemia, hypercalcemia, hyperpigmentation, and eosinophilia, what could be the possible diagnosis?",0.3151674959263465,0.0
,"Cryoglobulins are abnormal proteins that can sometimes be found in the blood of people with certain medical conditions, such as hepatitis C infection or autoimmune diseases. These proteins have a tendency to precipitate, or clump together, at cool temperatures, which can cause blockages in the small blood vessels of the body. When this occurs in the extremities, such as the fingers, toes, or nose, it can lead to a condition known as Raynaud's syndrome. Symptoms of Raynaud's syndrome can include color changes, numbness, and pain in the affected areas. While not all cases of Raynaud's syndrome are caused by cryoglobulins, this condition is one of the possible underlying factors that can contribute to the development of this disorder.",Was ist die Beziehung zwischen cryoglobulins and Raynaud's syndrome? ->,"Cryoglobulins are abnormal proteins that can sometimes be found in the blood of people with certain medical conditions, such as hepatitis C infection or autoimmune diseases. These proteins have a tendency to precipitate, or clump together, at cool temperatures, which can cause blockages in the small blood vessels of the body. When this occurs in the extremities, such as the fingers, toes, or nose, it can lead to a condition known as Raynaud's syndrome. Symptoms of Raynaud's syndrome can include color changes, numbness, and pain in the affected areas. While not all cases of Raynaud's syndrome are caused by cryoglobulins, this condition is one of the possible underlying factors that can contribute to the development of this disorder.",True,What is the relationship between cryoglobulins and Raynaud's syndrome?,0.7367849836866038,0.0017272523931557316
,"Helper T cells express the cell surface protein CD40L. CD40L, also known as CD154, is a co-stimulatory molecule that is involved in the activation of B cells and other immune cells. When a helper T cell recognizes a foreign antigen presented by an antigen-presenting cell (APC), it upregulates the expression of CD40L on its surface. CD40L then binds to CD40, which is expressed on the surface of B cells and other APCs, leading to the activation and differentiation of these cells. This interaction is critical for the production of high-affinity antibodies and the generation of an effective immune response. Defects in CD40L expression or function are associated with immunodeficiency disorders such as X-linked hyper-IgM syndrome.",What type of immune cell expresses the cell surface protein CD40L? ->,"Helper T cells express the cell surface protein CD40L. CD40L, also known as CD154, is a co-stimulatory molecule that is involved in the activation of B cells and other immune cells. When a helper T cell recognizes a foreign antigen presented by an antigen-presenting cell (APC), it upregulates the expression of CD40L on its surface. CD40L then binds to CD40, which is expressed on the surface of B cells and other APCs, leading to the activation and differentiation of these cells. This interaction is critical for the production of high-affinity antibodies and the generation of an effective immune response. Defects in CD40L expression or function are associated with immunodeficiency disorders such as X-linked hyper-IgM syndrome.",True,What type of immune cell expresses the cell surface protein CD40L?,0.7587720697460594,0.003912589187502023
,Sacubitril is an antihypertensive medication that may be combined with ARBs for the treatment of chronic systolic heart failure.,"-> Sacubitril, a medication Sacubitril used for the treatment of chronic heart failure, and what other medication can it be combined with?",Sacubitril is an antihypertensive medication that may be combined with ARBs for the treatment of chronic systolic heart failure.,True,"What is the medication Sacubitril used for in the treatment of chronic heart failure, and what other medication can it be combined with?",0.824981582613092,0.011451997463067555
,Type 4 RTA may be caused by low renin levels.,What may cause Type 4 RTA Type 4 RTA?->,Type 4 RTA may be caused by low renin levels.,True,What may cause Type 4 RTA?,0.826895301540989,0.040390389009484017
,"Congestive heart failure, cirrhosis, nephrotic syndrome, and excessive peripheral edema are conditions that may cause secondary hyperaldosteronism.",Welche Bedingungen können Ursachen für secondary hyperaldostostonism? ->,"Secondary hyperaldosteronism is a condition in which the adrenal glands produce too much aldosterone hormone in response to an underlying medical condition. The underlying cause of secondary hyperaldosteronism is the activation of the renin-angiotensin system, which is a complex hormonal pathway that regulates blood pressure and fluid balance in the body. This activation can be triggered by a variety of factors, including kidney disease, liver disease, and heart failure. Treatment may involve medication to control blood pressure and address the underlying medical condition.",False,What conditions can cause secondary hyperaldosteronism?,0.57956585864408,0.00913442366656447
,Vaginismus is a condition characterized by dyspareunia due to muscle spasm that prevents vaginal penetration.,Welche Definition definition of vaginismus vaginismus?->,Vaginismus is a condition characterized by dyspareunia due to muscle spasm that prevents vaginal penetration.,True,What is the definition of vaginismus?,0.5552149724273396,0.0
,"Bronchiectasis is associated with bronchial obstruction, which can be caused by factors such as a tumor or foreign body.",Welches sind einige potenzielle Ursachen für bronchialen Obstructionen bei bronchiectasis? ->,"Bronchiectasis is associated with bronchial obstruction, which can be caused by factors such as a tumor or foreign body.",True,What are some potential causes of bronchial obstruction in bronchiectasis?,0.7029964802942357,0.00913442366656447
,What happens when there is exposure to citrullinated antigens (ACPA) in rheumatoid arthritis? It causes CD4+ helper T cells to infiltrate joints exacerbating cytokine release and inflammation.,"Was passiert, wenn es in rheumatoid arthritis exposition to citrullinated antigens (ACPA)? ->",What happens when there is exposure to citrullinated antigens (ACPA) in rheumatoid arthritis? It causes CD4+ helper T cells to infiltrate joints exacerbating cytokine release and inflammation.,True,What happens when there is exposure to citrullinated antigens (ACPA) in rheumatoid arthritis?,0.6988922472640647,0.0298557556833345
,"A decrease in TPR, or total peripheral resistance, causes a clockwise rotation of the vascular function curve. This means that for any given level of cardiac output, the corresponding mean systemic pressure is lower when TPR is decreased compared to when it is increased. This rotation occurs because a decrease in TPR reduces the resistance to blood flow in the peripheral vasculature, which leads to a decrease in mean systemic pressure. The clockwise rotation of the vascular function curve reflects the fact that the same level of cardiac output results in a lower mean systemic pressure when TPR is decreased.","a decrease in TPR on the vascular function curve, and how would you describe this rotation? ->","A decrease in TPR, or total peripheral resistance, causes a clockwise rotation of the vascular function curve. This means that for any given level of cardiac output, the corresponding mean systemic pressure is lower when TPR is decreased compared to when it is increased. This rotation occurs because a decrease in TPR reduces the resistance to blood flow in the peripheral vasculature, which leads to a decrease in mean systemic pressure. The clockwise rotation of the vascular function curve reflects the fact that the same level of cardiac output results in a lower mean systemic pressure when TPR is decreased.",True,"What is the effect of a decrease in TPR on the vascular function curve, and how would you describe this rotation?",0.7931897097260961,0.031079186109816435
,"Yes, systemic signs such as fever and chills are typically present in acute pyelonephritis. Acute pyelonephritis is a bacterial infection of the kidneys and upper urinary tract that can cause a range of symptoms, including pain in the flank or lower back, frequent urination, and painful urination. In addition to these local symptoms, many people with acute pyelonephritis also experience systemic signs such as fever, chills, and fatigue. These symptoms are a sign that the body is mounting an immune response to the infection and trying to fight off the bacteria. If left untreated, acute pyelonephritis can lead to more serious complications, such as sepsis or kidney damage, so it is important to seek medical attention if you experience these symptoms.",Sind systemische Zeichen wie Fieber und chills typischerweise bei pyelonephritisa acute? ->,"Yes, systemic signs such as fever and chills are typically present in acute pyelonephritis. Acute pyelonephritis is a bacterial infection of the kidneys and upper urinary tract that can cause a range of symptoms, including pain in the flank or lower back, frequent urination, and painful urination. In addition to these local symptoms, many people with acute pyelonephritis also experience systemic signs such as fever, chills, and fatigue. These symptoms are a sign that the body is mounting an immune response to the infection and trying to fight off the bacteria. If left untreated, acute pyelonephritis can lead to more serious complications, such as sepsis or kidney damage, so it is important to seek medical attention if you experience these symptoms.",True,Are systemic signs such as fever and chills typically present in acute pyelonephritis?,0.5554220105049075,0.0015723536018717541
,"Darkfield microscopy is useful in the diagnosis of syphilis caused by Treponema pallidum, especially during early primary syphilis.",Was ist die Bedeutung der dunklenfield microscopy in the diagnosis of syphilis? ->,"Darkfield microscopy is useful in the diagnosis of syphilis caused by Treponema pallidum, especially during early primary syphilis.",True,What is the significance of darkfield microscopy in the diagnosis of syphilis?,0.6944118505255588,0.009629943614188135
,"Rifampin is used for close-contact prophylaxis of Neisseria Meningitidis and Haemophilus Influenzae B, which are both bacterial infections that can cause serious illness. This prophylaxis is typically recommended in situations where individuals have been in close contact with someone who has been diagnosed with one of these infections, such as in households or dormitories. The goal of prophylaxis is to prevent the spread of the infection to others who may be at risk, especially those who have not been vaccinated or who may have weakened immune systems. Rifampin is often used for prophylaxis because it is effective against these bacterial species and is generally well-tolerated, although it may cause some side effects such as nausea, vomiting, or diarrhea.","-> What are two non-mycobacterial species for which rifampin is used as close contact prophylaxis, and in what situations is this prophylaxis typically recommended? -> What are two non-mycobacterial species for which rifampin is used as close contact prophylaxis, and in what situations is this prophylaxis typically recommended?","Rifampin is used for close-contact prophylaxis of Neisseria Meningitidis and Haemophilus Influenzae B, which are both bacterial infections that can cause serious illness. This prophylaxis is typically recommended in situations where individuals have been in close contact with someone who has been diagnosed with one of these infections, such as in households or dormitories. The goal of prophylaxis is to prevent the spread of the infection to others who may be at risk, especially those who have not been vaccinated or who may have weakened immune systems. Rifampin is often used for prophylaxis because it is effective against these bacterial species and is generally well-tolerated, although it may cause some side effects such as nausea, vomiting, or diarrhea.",True,"What are two non-mycobacterial species for which rifampin is used as close-contact prophylaxis, and in what situations is this prophylaxis typically recommended?",0.6720149055168756,0.0019881146962454337
,Periventricular calcifications are associated with congenital CMV.,Welches type de calcifications are associated with congenital CMV? ->,Periventricular calcifications are associated with congenital CMV.,True,What type of calcifications are associated with congenital CMV?,0.824819637766263,0.05057268482495309
,"Stimulants may be included in the treatment for binge eating disorder, in addition to CBT.","a,? -> What type of medication may be included in the treatment for binge eating disorder, in addition to cognitive behavioral therapy (CBT)?","Stimulants may be included in the treatment for binge eating disorder, in addition to CBT.",True,"What type of medication may be included in the treatment for binge eating disorder, in addition to cognitive behavioral therapy (CBT)?",0.8363126482269785,0.04558708008209595
,"The medical condition associated with hypertension, metabolic alkalosis, and hypokalemia is primary hyperaldosteronism. This is a hormonal disorder that occurs when the adrenal glands produce too much aldosterone, which is a hormone that regulates salt and water balance in the body. Excess aldosterone can cause the kidneys to retain sodium and excrete potassium, leading to hypertension, metabolic alkalosis, and hypokalemia. Primary hyperaldosteronism can be caused by an adrenal adenoma, adrenal hyperplasia, or rarely, adrenal carcinoma. It can be diagnosed with blood tests, such as aldosterone and renin levels, and imaging studies, such as CT or MRI scans. Treatment may involve medications to control blood pressure and potassium levels, or surgery to remove the affected adrenal gland.","Welches rzte-Institutionen sind in der Lage, die Symptome von Hypertension, Metabolic alkalosis, Hypokalemia, Hypertension, Hypokalemia, Hypokalemia, Hypertension, Metabolic alkalosis, Hypokalemia, ->","The medical condition associated with hypertension, metabolic alkalosis, and hypokalemia is primary hyperaldosteronism. This is a hormonal disorder that occurs when the adrenal glands produce too much aldosterone, which is a hormone that regulates salt and water balance in the body. Excess aldosterone can cause the kidneys to retain sodium and excrete potassium, leading to hypertension, metabolic alkalosis, and hypokalemia. Primary hyperaldosteronism can be caused by an adrenal adenoma, adrenal hyperplasia, or rarely, adrenal carcinoma. It can be diagnosed with blood tests, such as aldosterone and renin levels, and imaging studies, such as CT or MRI scans. Treatment may involve medications to control blood pressure and potassium levels, or surgery to remove the affected adrenal gland.",True,"What medical condition is associated with hypertension, metabolic alkalosis, and hypokalemia?",0.6116710875004435,0.0017531306352108237
,"The recommended initial treatment for a patient with suspected acute arterial occlusion that is causing immediate threat to a limb is anticoagulation therapy, such as intravenous heparin. Acute arterial occlusion is a serious condition in which blood flow to an artery is suddenly blocked, usually due to a blood clot. This can lead to tissue damage and even limb loss if not treated promptly. Anticoagulation therapy can help prevent the clot from getting larger and reduce the risk of further complications. However, it is important to diagnose the underlying cause of the occlusion and address any contributing factors to prevent recurrence. In some cases, more invasive treatments such as thrombolysis or surgery may be necessary to restore blood flow to the affected artery. Immediate medical attention is crucial in cases of acute arterial occlusion to prevent serious complications and improve outcomes.","Was ist die empfohlene Initialbehandlung für einen Patienten mit suspected acute arterial occlusion that is causing immediate threat to a limb, such as sensory loss or weakness? ->","The recommended initial treatment for a patient with suspected acute arterial occlusion that is causing immediate threat to a limb is anticoagulation therapy, such as intravenous heparin. Acute arterial occlusion is a serious condition in which blood flow to an artery is suddenly blocked, usually due to a blood clot. This can lead to tissue damage and even limb loss if not treated promptly. Anticoagulation therapy can help prevent the clot from getting larger and reduce the risk of further complications. However, it is important to diagnose the underlying cause of the occlusion and address any contributing factors to prevent recurrence. In some cases, more invasive treatments such as thrombolysis or surgery may be necessary to restore blood flow to the affected artery. Immediate medical attention is crucial in cases of acute arterial occlusion to prevent serious complications and improve outcomes.",True,"What is the recommended initial treatment for a patient with suspected acute arterial occlusion that is causing immediate threat to a limb, such as sensory loss or weakness?",0.6312939717944583,0.0011816136092459859
,"What are some of the most common pathological changes that may be seen on a biopsy of a patient with giant cell (temporal) arteritis, such as the presence of intimal fibrosis, and how can these findings be interpreted in the context of other clinical and imaging data to help diagnose and classify the disease? Additionally, what are some of the treatment options available for managing giant cell arteritis, and how can these interventions be tailored to the specific needs and circumstances of each patient, such as age, overall health, and comorbidities?","the most common histological findings that may be observed on a biopsy of a patient with giant cell arteritis, and how can these findings be used to help diagnose and manage this condition? ->","What are some of the most common histological changes that may be seen on a biopsy of a patient with giant cell (temporal) arteritis, such as the presence of giant cells and focal granulomatous inflammation within inflamed vessels, and how can these findings be interpreted in the context of other clinical and imaging data to help diagnose and classify the disease? Additionally, what are some of the treatment options available for managing giant cell arteritis, and how can these interventions be tailored to the specific needs and circumstances of each patient, such as age, overall health, and comorbidities?",False,"What are some of the typical histological findings that may be observed on a biopsy of a patient with giant cell (temporal) arteritis, and how can these findings be used to help diagnose and manage this condition?",0.881106429699911,0.011978864121215547
,"Atrial septal defect (ASD) can cause a wide, fixed split of the second heart sound (S2).",Wie kann ein Arial septal defect (ASD) die Splitting of the second heart sound (S2) beeinflussen? ->,"Atrial septal defect (ASD) can cause a wide, fixed split of the second heart sound (S2).",True,How can atrial septal defect (ASD) impact the splitting of the second heart sound (S2)?,0.6733516614584938,0.16923267918690046
,"Jaw pain is a potential side effect of prostacyclin analogues. Prostacyclin analogues are a class of medications that are used to treat pulmonary arterial hypertension, a condition in which the blood pressure in the arteries that supply the lungs is abnormally high. Prostacyclin analogues work by dilating the blood vessels in the lungs, which helps to reduce the workload on the heart and improve oxygenation. However, one of the potential side effects of these medications is jaw pain, which can be caused by the dilation of blood vessels in the jaw. Other potential side effects of prostacyclin analogues include headache, nausea, diarrhea, and flushing. It is important for patients taking these medications to be aware of these potential side effects and to report any symptoms to their healthcare provider.",Was ist ein potentieller Nebeneffekt der Prostacyclinanalogues? ->,"Prostacyclin (PGI2) is a potent vasodilator, meaning that it can dilate blood vessels and increase blood flow. Prostacyclin is a type of prostaglandin that is produced by endothelial cells, which are cells that line the inner surface of blood vessels. It plays an important role in regulating blood flow and preventing the formation of blood clots. Prostacyclin works by activating specific receptors on the smooth muscle cells that line blood vessels, causing them to relax and widen. This results in an increase in blood flow and a decrease in blood pressure. The vasodilatory effects of prostacyclin are important for the treatment of conditions such as pulmonary arterial hypertension, in which the blood pressure in the arteries that supply the lungs is abnormally high.",False,What is a potential side effect of prostacyclin analogues?,0.2984589810365277,0.0012657193710418327
,"Diaper rash is a common skin irritation that occurs in the diaper area of babies. Candida albicans, a type of fungus that is normally present in the body, can overgrow in the warm and moist environment of a baby's diaper and cause a rash. This is why Candida albicans is often implicated in cases of diaper rash.","-> What is diaper rash, and what is the role of Candida albicans in causing it? -> What is diaper rash, and what is the role of Candida albicans in causing it?","Diaper rash is a common skin irritation that occurs in the diaper area of babies. Candida albicans, a type of fungus that is normally present in the body, can overgrow in the warm and moist environment of a baby's diaper and cause a rash. This is why Candida albicans is often implicated in cases of diaper rash.",True,"What is diaper rash, and what is the role of Candida albicans in causing it?",0.702004847250217,0.008649065093680087
,"The cardiovascular manifestation of vasovagal syncope is bradycardia with sinus arrest. Vasovagal syncope is a type of fainting episode that occurs in response to certain triggers, such as emotional stress or pain. During a vasovagal syncope episode, there is a sudden drop in blood pressure and heart rate, which can cause a person to lose consciousness. The bradycardia with sinus arrest that occurs during vasovagal syncope is typically a temporary condition that resolves on its own once the trigger has been removed. However, in some cases, further medical evaluation and treatment may be necessary to address underlying cardiovascular issues.",Was ist die cardiacische Manifestation des vasovagal syncopes? ->,"The cardiovascular manifestation of vasovagal syncope is bradycardia with sinus arrest. Vasovagal syncope is a type of fainting episode that occurs in response to certain triggers, such as emotional stress or pain. During a vasovagal syncope episode, there is a sudden drop in blood pressure and heart rate, which can cause a person to lose consciousness. The bradycardia with sinus arrest that occurs during vasovagal syncope is typically a temporary condition that resolves on its own once the trigger has been removed. However, in some cases, further medical evaluation and treatment may be necessary to address underlying cardiovascular issues.",True,What is the cardiovascular manifestation of vasovagal syncope?,0.7816570853837381,0.0016543028803438341
,Distal RTA (type 1) may be caused by Lithium toxicity.,What is the name of the renal tubular acidosis that can be caused by Lithium toxicity? ->,Distal RTA (type 1) may be caused by Lithium toxicity.,True,What is the name of the renal tubular acidosis that can be caused by Lithium toxicity?,0.5953622808927986,0.0
,"Endemic Burkitt lymphoma is associated with EBV infection. Endemic Burkitt lymphoma is a type of cancer that is most commonly found in equatorial Africa and is associated with the Epstein-Barr virus (EBV). EBV is a type of herpes virus that is found worldwide and is associated with several types of cancer, including Burkitt lymphoma. In endemic areas, the incidence of Burkitt lymphoma is highest in children and is thought to be related to the high prevalence of EBV infection in this population.",Welche infection is associated with endemic Burkitt lymphom? ->,"Endemic Burkitt lymphoma is associated with EBV infection. Endemic Burkitt lymphoma is a type of cancer that is most commonly found in equatorial Africa and is associated with the Epstein-Barr virus (EBV). EBV is a type of herpes virus that is found worldwide and is associated with several types of cancer, including Burkitt lymphoma. In endemic areas, the incidence of Burkitt lymphoma is highest in children and is thought to be related to the high prevalence of EBV infection in this population.",True,What infection is associated with endemic Burkitt lymphoma?,0.6358370539600612,0.01182732964215895
,What medical conditions are associated with blood glucose levels below 800 and above 800?,Welche Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren Faktoren,"The three microvascular complications associated with diabetes are retinopathy (detected by retinal exam), nephropathy (detected by urine analysis for microalbuminuria), and neuropathy (detected by monofilament testing).",False,What are the conditions associated with blood glucose levels below 800 and above 800?,0.03438540245764493,0.0
,"HSIL on Pap in pregnant women is typically managed with immediate colposcopy +/- biopsy. This procedure is safe to perform during pregnancy and can help to determine the extent of the abnormal cells and guide further treatment. The goal of management is to minimize the risk of progression to cervical cancer while also taking into account the potential risks to the developing fetus. Treatment options may include close monitoring, cervical cerclage, or surgical interventions such as loop electrosurgical excision procedure (LEEP) or cold knife conization. It is important for pregnant women with HSIL on Pap to discuss their options with their healthcare provider to determine the best course of action for their individual situation.",Wie ist HSIL on Pap administriert bei HSIL in pregnant women? ->,"HSIL on Pap in pregnant women is typically managed with immediate colposcopy +/- biopsy. This procedure is safe to perform during pregnancy and can help to determine the extent of the abnormal cells and guide further treatment. The goal of management is to minimize the risk of progression to cervical cancer while also taking into account the potential risks to the developing fetus. Treatment options may include close monitoring, cervical cerclage, or surgical interventions such as loop electrosurgical excision procedure (LEEP) or cold knife conization. It is important for pregnant women with HSIL on Pap to discuss their options with their healthcare provider to determine the best course of action for their individual situation.",True,How is HSIL on Pap managed in pregnant women?,0.622641444232304,0.008614645724710544
,"Porcelain gallbladder is associated with an increased risk for gallbladder adenocarcinoma, a type of cancer that can be difficult to treat. As a result, the recommended treatment for porcelain gallbladder is usually cholecystectomy, or surgical removal of the gallbladder. While not all cases of porcelain gallbladder will progress to cancer, the risk is considered significant enough to warrant prophylactic treatment in most cases. Cholecystectomy is a relatively safe and effective procedure, and most patients are able to resume normal activities within a few weeks of surgery.",->,The most common complication associated with gallstones is cholecystitis.,False,"What are the potential health risks associated with porcelain gallbladder, and what is the typical treatment for this condition?",-0.06893070097414035,0.001902039103801027
,"The probable diagnosis is acute otitis media, which is an infection of the middle ear. The symptoms of acute otitis media can include ear pain, fever, irritability, and difficulty hearing. On an otoscopic exam, the eardrum may appear red, bulging, and inflamed. Treatment for acute otitis media typically involves antibiotic medication to clear up the infection and relieve symptoms. Pain relievers may also be recommended to manage ear pain. In some cases, a healthcare provider may recommend a watchful waiting approach, especially if the child is older than 2 years and has mild symptoms. However, it is important to seek medical attention if a child is experiencing symptoms of acute otitis media to prevent potential complications and ensure appropriate treatment.","a ear pain and a bulging, reddened eardrum on an otoscopic exam, what is the probable diagnosis? ->","The probable diagnosis is acute otitis media, which is an infection of the middle ear. The symptoms of acute otitis media can include ear pain, fever, irritability, and difficulty hearing. On an otoscopic exam, the eardrum may appear red, bulging, and inflamed. Treatment for acute otitis media typically involves antibiotic medication to clear up the infection and relieve symptoms. Pain relievers may also be recommended to manage ear pain. In some cases, a healthcare provider may recommend a watchful waiting approach, especially if the child is older than 2 years and has mild symptoms. However, it is important to seek medical attention if a child is experiencing symptoms of acute otitis media to prevent potential complications and ensure appropriate treatment.",True,"If a child presents with ear pain and a bulging, reddened eardrum on an otoscopic exam, what is the probable diagnosis?",0.6554659735056615,0.004807215769724322
,Restless Leg Syndrome is often associated with iron deficiency.,Welches Type de deficiency is often associated with Restless Leg Syndrome?->,Restless Leg Syndrome is often associated with iron deficiency.,True,What type of deficiency is often associated with Restless Leg Syndrome?,0.7474643170410362,0.05573894255720583
,"Mitral stenosis is the only common heart murmur that is susceptible to balloon valvuloplasty. Mitral stenosis is a condition in which the mitral valve, which separates the left atrium and left ventricle of the heart, becomes narrowed and obstructs blood flow. Balloon valvuloplasty is a minimally invasive procedure in which a balloon-tipped catheter is inserted into the heart and inflated to widen the narrowed valve. This procedure can be effective in relieving symptoms and improving blood flow in patients with mitral stenosis. Other types of heart murmurs, such as aortic stenosis or mitral regurgitation, may require surgical interventions such as valve replacement or repair.",-> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> -> ->,The murmur of mitral stenosis is best heard under these conditions.,False,Which heart murmur is the only one that can be treated with balloon valvuloplasty?,-0.023686292449655463,0.0015949496127070923
,The coronavirus is the virus that causes MERS.,What virus is responsible for causing Middle East Respiratory Syndrome (MERS)? ->,The coronavirus is the virus that causes MERS.,True,What virus is responsible for causing Middle East Respiratory Syndrome (MERS)?,0.7368356646700658,0.010491016505528306
,"Candida vaginitis (Candida albicans infection) is the cause of vaginitis that is characterized by a thick, white discharge and vaginal inflammation.","Welche Ursache für vaginitis ist charakterisiert durch eine starke, weiße Entladung und vaginale Entzündung? ->","Bacterial vaginosis is a common vaginal infection that is caused by an overgrowth of bacteria in the vagina. The most common cause of bacterial vaginosis is Gardnerella vaginalis, although other types of bacteria can also be involved. The symptoms of bacterial vaginosis include vaginal discharge, itching, and a foul odor. The condition is typically treated with antibiotics, such as clindamycin or metronidazole, which can help to eliminate the overgrowth of bacteria and restore the balance of the vaginal microbiome. In addition to antibiotics, there are also a number of natural remedies and lifestyle changes that can help to prevent and treat bacterial vaginosis, such as maintaining good hygiene, avoiding douching and scented products, and eating a healthy diet.",False,"Which cause of vaginitis is characterized by a thick, white discharge and vaginal inflammation?",0.4560745523993018,0.009009113474307318
,"The Charcot triad is a set of three classic symptoms that include jaundice, fever, and pain in the right upper quadrant of the abdomen (RUQ). This triad of symptoms is commonly associated with ascending cholangitis, a medical condition that involves inflammation and infection of the bile ducts. When a patient presents with these symptoms, it may be indicative of ascending cholangitis and further diagnostic testing and treatment may be necessary.","Welches sind die drei klassischen Symptome der Charcot triad, und welches medizinische Problem ist häufig mit ihnen verbunden? ->","The Charcot triad is a set of three classic symptoms that are commonly associated with ascending cholangitis, a medical condition that involves inflammation and infection of the bile ducts. The triad includes jaundice, fever, and pain in the right upper quadrant of the abdomen (RUQ). When a patient presents with these symptoms, it may be indicative of ascending cholangitis and further diagnostic testing and treatment may be necessary.",False,"What are the three classic symptoms of the Charcot triad, and which medical condition is commonly associated with them?",0.5723209803193505,0.0022947928979879166
,"Factitious disorders are a type of mental illness in which a patient consciously creates physical and/or psychological symptoms in order to assume a ""sick role"" and receive medical attention and sympathy. This is different from other types of illnesses, which are typically caused by underlying physical or biological factors. In factitious disorders, the patient intentionally creates and maintains their symptoms, often going to great lengths to do so. This can make diagnosis and treatment challenging, as patients may be resistant to acknowledging the underlying psychological issues that are driving their behavior. Understanding the unique characteristics of factitious disorders is important for identifying and treating these conditions in patients.","Welche sind factitious disorders, and how do they differ from other types of illnesses? ->","Factitious disorders are a type of mental illness in which a patient consciously creates physical and/or psychological symptoms in order to assume a ""sick role"" and receive medical attention and sympathy. This is different from other types of illnesses, which are typically caused by underlying physical or biological factors. In factitious disorders, the patient intentionally creates and maintains their symptoms, often going to great lengths to do so. This can make diagnosis and treatment challenging, as patients may be resistant to acknowledging the underlying psychological issues that are driving their behavior. Understanding the unique characteristics of factitious disorders is important for identifying and treating these conditions in patients.",True,"What are factitious disorders, and how do they differ from other types of illnesses?",0.6773742838067072,0.008907936378535578
