prompt,actual_answer,response,most_similar_answer,is_most_similar_actual,question,cosine_similarity_with_actual_answer,bleu_score
,"The most common types of high-risk HPV are HPV16 and HPV18, which are responsible for the majority of cervical cancers, as well as other anogenital and oropharyngeal malignancies.","Predicted Answer    HPV is a high-risk inflammatory disease that i...
Name: 35, dtype: object","High-risk types, including HPV 16, 18, 31, and 33.",False,Which types of high-risk HPV are the most frequently encountered?,0.5829898447732713,0.007939087147543497
,"Rheumatoid arthritis is a chronic autoimmune disorder that primarily affects the joints, causing pain, swelling, and stiffness. One of the common symptoms of Rheumatoid arthritis is morning stiffness that lasts for more than one hour. This stiffness can be particularly severe in the morning and may improve throughout the day with movement and activity. Other symptoms of Rheumatoid arthritis can include fatigue, fever, and weight loss. While there is no cure for Rheumatoid arthritis, treatment options such as medications, physical therapy, and lifestyle changes can help manage symptoms and slow the progression of the disease.","Predicted Answer    Rheumatoid arthritis Rheumatoid arthritis is a...
Name: 36, dtype: object","Rheumatoid arthritis is a chronic autoimmune disorder that primarily affects the joints, causing pain, swelling, and stiffness. One of the common symptoms of Rheumatoid arthritis is morning stiffness that lasts for more than one hour. This stiffness can be particularly severe in the morning and may improve throughout the day with movement and activity. Other symptoms of Rheumatoid arthritis can include fatigue, fever, and weight loss. While there is no cure for Rheumatoid arthritis, treatment options such as medications, physical therapy, and lifestyle changes can help manage symptoms and slow the progression of the disease.",True,What is Rheumatoid arthritis and what is one of its common symptoms?,0.513692877190298,0.025687470021306103
,"A deficiency in Vitamin B2, also known as riboflavin, is characterized by two main symptoms: cheilosis and corneal vascularization. Cheilosis is a condition where the lips become dry, cracked, and inflamed, while corneal vascularization is a condition where blood vessels grow into the cornea, which can lead to impaired vision. Vitamin B2 is an essential nutrient that plays a role in energy metabolism and other bodily functions, so it is important to ensure adequate intake through a balanced diet or supplements if necessary.","Predicted Answer    Vitamin B2 deficiencies are caused by a lack o...
Name: 37, dtype: object","A deficiency in Vitamin B2, also known as riboflavin, is characterized by two main symptoms: cheilosis and corneal vascularization. Cheilosis is a condition where the lips become dry, cracked, and inflamed, while corneal vascularization is a condition where blood vessels grow into the cornea, which can lead to impaired vision. Vitamin B2 is an essential nutrient that plays a role in energy metabolism and other bodily functions, so it is important to ensure adequate intake through a balanced diet or supplements if necessary.",True,What are the symptoms of a Vitamin B2 deficiency?,0.7307600903035871,0.005350911980603495
,The likely diagnosis for the patient's condition is primary adrenal insufficiency.,"Predicted Answer    In a patient with tuberculosis, who presents w...
Name: 38, dtype: object",The likely diagnosis for the patient's condition is primary hyperaldosteronism.,False,"In a patient with tuberculosis, who presents with hypotension, hyponatremia, hyperkalemia, hypercalcemia, hyperpigmentation, and eosinophilia, what could be the possible diagnosis?",0.4148665609581902,0.009793255205957545
,"Cryoglobulins are abnormal proteins that can sometimes be found in the blood of people with certain medical conditions, such as hepatitis C infection or autoimmune diseases. These proteins have a tendency to precipitate, or clump together, at cool temperatures, which can cause blockages in the small blood vessels of the body. When this occurs in the extremities, such as the fingers, toes, or nose, it can lead to a condition known as Raynaud's syndrome. Symptoms of Raynaud's syndrome can include color changes, numbness, and pain in the affected areas. While not all cases of Raynaud's syndrome are caused by cryoglobulins, this condition is one of the possible underlying factors that can contribute to the development of this disorder.","Predicted Answer    The cytoplasmic cytoplasm is a cytoplasmic cyt...
Name: 39, dtype: object",Raynaud phenomenon is a condition characterized by decreased blood flow to the skin due to arteriolar vasospasm in response to cold or stress.,False,What is the relationship between cryoglobulins and Raynaud's syndrome?,-0.03143569924818583,0.0017272523931557316
,"Helper T cells express the cell surface protein CD40L. CD40L, also known as CD154, is a co-stimulatory molecule that is involved in the activation of B cells and other immune cells. When a helper T cell recognizes a foreign antigen presented by an antigen-presenting cell (APC), it upregulates the expression of CD40L on its surface. CD40L then binds to CD40, which is expressed on the surface of B cells and other APCs, leading to the activation and differentiation of these cells. This interaction is critical for the production of high-affinity antibodies and the generation of an effective immune response. Defects in CD40L expression or function are associated with immunodeficiency disorders such as X-linked hyper-IgM syndrome.","Predicted Answer    CD40L is a cell surface protein that is expres...
Name: 40, dtype: object","Helper T cells express the cell surface protein CD40L. CD40L, also known as CD154, is a co-stimulatory molecule that is involved in the activation of B cells and other immune cells. When a helper T cell recognizes a foreign antigen presented by an antigen-presenting cell (APC), it upregulates the expression of CD40L on its surface. CD40L then binds to CD40, which is expressed on the surface of B cells and other APCs, leading to the activation and differentiation of these cells. This interaction is critical for the production of high-affinity antibodies and the generation of an effective immune response. Defects in CD40L expression or function are associated with immunodeficiency disorders such as X-linked hyper-IgM syndrome.",True,What type of immune cell expresses the cell surface protein CD40L?,0.7399291556352898,0.010889352660411558
,Sacubitril is an antihypertensive medication that may be combined with ARBs for the treatment of chronic systolic heart failure.,"Predicted Answer    Sacubitril is used to treat chronic heart fail...
Name: 41, dtype: object",Sacubitril is an antihypertensive medication that may be combined with ARBs for the treatment of chronic systolic heart failure.,True,"What is the medication Sacubitril used for in the treatment of chronic heart failure, and what other medication can it be combined with?",0.7092413268501916,0.024218026052883736
,Type 4 RTA may be caused by low renin levels.,"Predicted Answer    Type 4 RTA may cause Type 4 RTA to be a revers...
Name: 42, dtype: object",Type 4 RTA may be caused by low renin levels.,True,What may cause Type 4 RTA?,0.581901880328662,0.09126505847175291
,"Congestive heart failure, cirrhosis, nephrotic syndrome, and excessive peripheral edema are conditions that may cause secondary hyperaldosteronism.","Predicted Answer    Hyperaldosteronism is a condition that causes ...
Name: 43, dtype: object",The most common cause of primary hyperaldosteronism is bilateral adrenal hyperplasia.,False,What conditions can cause secondary hyperaldosteronism?,0.8049510640454948,0.010862721615727716
,Vaginismus is a condition characterized by dyspareunia due to muscle spasm that prevents vaginal penetration.,"Predicted Answer    Vaginismus is a term used to describe the repr...
Name: 44, dtype: object",Vaginismus is a condition characterized by dyspareunia due to muscle spasm that prevents vaginal penetration.,True,What is the definition of vaginismus?,0.6279144295156117,0.05423399840034429
,"Bronchiectasis is associated with bronchial obstruction, which can be caused by factors such as a tumor or foreign body.","Predicted Answer    bronchial obstruction in bronchiectasis
Name: 45, dtype: object","Bronchiectasis is associated with bronchial obstruction, which can be caused by factors such as a tumor or foreign body.",True,What are some potential causes of bronchial obstruction in bronchiectasis?,0.8979765313598973,0.021377723941583868
,What happens when there is exposure to citrullinated antigens (ACPA) in rheumatoid arthritis? It causes CD4+ helper T cells to infiltrate joints exacerbating cytokine release and inflammation.,"Predicted Answer    The rheumatoid arthritis is characterized by a...
Name: 46, dtype: object","The anti-cyclic citrullinated peptide (anti-CCP) antibody is specifically associated with rheumatoid arthritis. This autoantibody targets citrullinated proteins, which are produced during inflammation and tissue damage. Rheumatoid arthritis is an autoimmune disease that causes joint pain, stiffness, and swelling. The detection of anti-CCP antibodies in blood tests can help diagnose rheumatoid arthritis and distinguish it from other types of arthritis. Other autoantibodies may also be associated with rheumatoid arthritis and can be used for diagnostic purposes.",False,What happens when there is exposure to citrullinated antigens (ACPA) in rheumatoid arthritis?,0.3902813226375571,0.014117915208981237
,"A decrease in TPR, or total peripheral resistance, causes a clockwise rotation of the vascular function curve. This means that for any given level of cardiac output, the corresponding mean systemic pressure is lower when TPR is decreased compared to when it is increased. This rotation occurs because a decrease in TPR reduces the resistance to blood flow in the peripheral vasculature, which leads to a decrease in mean systemic pressure. The clockwise rotation of the vascular function curve reflects the fact that the same level of cardiac output results in a lower mean systemic pressure when TPR is decreased.","Predicted Answer    a decrease in TPR on the vascular function curve
Name: 47, dtype: object","The primary factor that determines the slope of the vascular function curve is total peripheral resistance (TPR). The vascular function curve is a graph that shows the relationship between cardiac output and mean arterial pressure. The slope of the curve represents the resistance to blood flow in the peripheral vasculature, which is primarily determined by the diameter of the arterioles. When the arterioles constrict, TPR increases, which causes an increase in mean arterial pressure for a given level of cardiac output. Conversely, when the arterioles dilate, TPR decreases, which causes a decrease in mean arterial pressure for a given level of cardiac output.",False,"What is the effect of a decrease in TPR on the vascular function curve, and how would you describe this rotation?",0.7039197571497371,0.04281000340007226
,"Yes, systemic signs such as fever and chills are typically present in acute pyelonephritis. Acute pyelonephritis is a bacterial infection of the kidneys and upper urinary tract that can cause a range of symptoms, including pain in the flank or lower back, frequent urination, and painful urination. In addition to these local symptoms, many people with acute pyelonephritis also experience systemic signs such as fever, chills, and fatigue. These symptoms are a sign that the body is mounting an immune response to the infection and trying to fight off the bacteria. If left untreated, acute pyelonephritis can lead to more serious complications, such as sepsis or kidney damage, so it is important to seek medical attention if you experience these symptoms.","Predicted Answer    Symptoms of pyelonephritis include fever, chil...
Name: 48, dtype: object","Yes, systemic signs such as fever and chills are typically present in acute pyelonephritis. Acute pyelonephritis is a bacterial infection of the kidneys and upper urinary tract that can cause a range of symptoms, including pain in the flank or lower back, frequent urination, and painful urination. In addition to these local symptoms, many people with acute pyelonephritis also experience systemic signs such as fever, chills, and fatigue. These symptoms are a sign that the body is mounting an immune response to the infection and trying to fight off the bacteria. If left untreated, acute pyelonephritis can lead to more serious complications, such as sepsis or kidney damage, so it is important to seek medical attention if you experience these symptoms.",True,Are systemic signs such as fever and chills typically present in acute pyelonephritis?,0.8753512414480865,0.0035158895384518815
,"Darkfield microscopy is useful in the diagnosis of syphilis caused by Treponema pallidum, especially during early primary syphilis.","Predicted Answer    The syphilis is a genus of syphilis, a genus o...
Name: 49, dtype: object",The likely diagnosis for the patient's condition is secondary syphilis.,False,What is the significance of darkfield microscopy in the diagnosis of syphilis?,0.5611210482357366,0.024358554985340126
,"Rifampin is used for close-contact prophylaxis of Neisseria Meningitidis and Haemophilus Influenzae B, which are both bacterial infections that can cause serious illness. This prophylaxis is typically recommended in situations where individuals have been in close contact with someone who has been diagnosed with one of these infections, such as in households or dormitories. The goal of prophylaxis is to prevent the spread of the infection to others who may be at risk, especially those who have not been vaccinated or who may have weakened immune systems. Rifampin is often used for prophylaxis because it is effective against these bacterial species and is generally well-tolerated, although it may cause some side effects such as nausea, vomiting, or diarrhea.","Predicted Answer    rifampin
Name: 50, dtype: object",Rifabutin is the drug used instead of Rifampin in patients on HIV protease inhibitors.,False,"What are two non-mycobacterial species for which rifampin is used as close-contact prophylaxis, and in what situations is this prophylaxis typically recommended?",0.4905407758869793,0.0014058093834917794
,Periventricular calcifications are associated with congenital CMV.,"Predicted Answer    CMV calcifications are associated with congeni...
Name: 51, dtype: object",Periventricular calcifications are associated with congenital CMV.,True,What type of calcifications are associated with congenital CMV?,0.8834795863860909,0.13448025110102005
,"Stimulants may be included in the treatment for binge eating disorder, in addition to CBT.","Predicted Answer    CBT is a medication that can be used to treat ...
Name: 52, dtype: object","Stimulants may be included in the treatment for binge eating disorder, in addition to CBT.",True,"What type of medication may be included in the treatment for binge eating disorder, in addition to cognitive behavioral therapy (CBT)?",0.836739962585799,0.01363570966200078
,"The medical condition associated with hypertension, metabolic alkalosis, and hypokalemia is primary hyperaldosteronism. This is a hormonal disorder that occurs when the adrenal glands produce too much aldosterone, which is a hormone that regulates salt and water balance in the body. Excess aldosterone can cause the kidneys to retain sodium and excrete potassium, leading to hypertension, metabolic alkalosis, and hypokalemia. Primary hyperaldosteronism can be caused by an adrenal adenoma, adrenal hyperplasia, or rarely, adrenal carcinoma. It can be diagnosed with blood tests, such as aldosterone and renin levels, and imaging studies, such as CT or MRI scans. Treatment may involve medications to control blood pressure and potassium levels, or surgery to remove the affected adrenal gland.","Predicted Answer    Hypertension
Name: 53, dtype: object","The medical condition associated with hypertension, metabolic alkalosis, and hypokalemia is primary hyperaldosteronism. This is a hormonal disorder that occurs when the adrenal glands produce too much aldosterone, which is a hormone that regulates salt and water balance in the body. Excess aldosterone can cause the kidneys to retain sodium and excrete potassium, leading to hypertension, metabolic alkalosis, and hypokalemia. Primary hyperaldosteronism can be caused by an adrenal adenoma, adrenal hyperplasia, or rarely, adrenal carcinoma. It can be diagnosed with blood tests, such as aldosterone and renin levels, and imaging studies, such as CT or MRI scans. Treatment may involve medications to control blood pressure and potassium levels, or surgery to remove the affected adrenal gland.",True,"What medical condition is associated with hypertension, metabolic alkalosis, and hypokalemia?",0.5409710376241554,0.0013320912182422289
,"The recommended initial treatment for a patient with suspected acute arterial occlusion that is causing immediate threat to a limb is anticoagulation therapy, such as intravenous heparin. Acute arterial occlusion is a serious condition in which blood flow to an artery is suddenly blocked, usually due to a blood clot. This can lead to tissue damage and even limb loss if not treated promptly. Anticoagulation therapy can help prevent the clot from getting larger and reduce the risk of further complications. However, it is important to diagnose the underlying cause of the occlusion and address any contributing factors to prevent recurrence. In some cases, more invasive treatments such as thrombolysis or surgery may be necessary to restore blood flow to the affected artery. Immediate medical attention is crucial in cases of acute arterial occlusion to prevent serious complications and improve outcomes.","Predicted Answer    a sedative
Name: 54, dtype: object","The treatment options for a massive, life-threatening pulmonary embolism include intra-arterial tPA (tissue plasminogen activator) or thrombectomy. A pulmonary embolism occurs when a blood clot travels to the lungs and blocks a blood vessel, which can be life-threatening if not treated promptly. In cases of massive pulmonary embolism, where the clot is large and causing severe symptoms, more aggressive treatment options may be necessary. Intra-arterial tPA is a medication that is delivered directly to the site of the clot via a catheter and works to dissolve the clot. Thrombectomy involves physically removing the clot from the blood vessel using a catheter-based procedure or surgery. Both of these treatments are considered high-risk and are typically reserved for cases where the benefits outweigh the potential risks. Other treatments, such as anticoagulants (blood thinners), oxygen therapy, and supportive care, may also be used in conjunction with these more aggressive treatments. It is important to seek immediate medical attention if you suspect you may have a pulmonary embolism, as prompt treatment can be life-saving.",False,"What is the recommended initial treatment for a patient with suspected acute arterial occlusion that is causing immediate threat to a limb, such as sensory loss or weakness?",0.0446943822039641,0.001405183311299372
,"What are some of the most common pathological changes that may be seen on a biopsy of a patient with giant cell (temporal) arteritis, such as the presence of intimal fibrosis, and how can these findings be interpreted in the context of other clinical and imaging data to help diagnose and classify the disease? Additionally, what are some of the treatment options available for managing giant cell arteritis, and how can these interventions be tailored to the specific needs and circumstances of each patient, such as age, overall health, and comorbidities?","Predicted Answer    Using a biopsy of a patient with giant cell ar...
Name: 55, dtype: object","What are some of the most common pathological changes that may be seen on a biopsy of a patient with giant cell (temporal) arteritis, such as the presence of intimal fibrosis, and how can these findings be interpreted in the context of other clinical and imaging data to help diagnose and classify the disease? Additionally, what are some of the treatment options available for managing giant cell arteritis, and how can these interventions be tailored to the specific needs and circumstances of each patient, such as age, overall health, and comorbidities?",True,"What are some of the typical histological findings that may be observed on a biopsy of a patient with giant cell (temporal) arteritis, and how can these findings be used to help diagnose and manage this condition?",0.7959337580859634,0.06561094092479053
,"Atrial septal defect (ASD) can cause a wide, fixed split of the second heart sound (S2).","Predicted Answer    The syringes of the heart are a syringe that i...
Name: 56, dtype: object",In what type of cardiac condition is fixed splitting of S2 typically heard? Fixed splitting of S2 is typically heard in an atrial septal defect (ASD).,False,How can atrial septal defect (ASD) impact the splitting of the second heart sound (S2)?,0.2033509527811896,0.02310128340501537
,"Jaw pain is a potential side effect of prostacyclin analogues. Prostacyclin analogues are a class of medications that are used to treat pulmonary arterial hypertension, a condition in which the blood pressure in the arteries that supply the lungs is abnormally high. Prostacyclin analogues work by dilating the blood vessels in the lungs, which helps to reduce the workload on the heart and improve oxygenation. However, one of the potential side effects of these medications is jaw pain, which can be caused by the dilation of blood vessels in the jaw. Other potential side effects of prostacyclin analogues include headache, nausea, diarrhea, and flushing. It is important for patients taking these medications to be aware of these potential side effects and to report any symptoms to their healthcare provider.","Predicted Answer    Proteacyclin analogues are a pharmacokinetics ...
Name: 57, dtype: object","Prostacyclin analogs (epoprostenol/iloprost) can cause decreased platelet aggregation and are potent vasodilators. Platelet aggregation is the process by which platelets clump together to form a blood clot, which is important for preventing excessive bleeding. Prostacyclin analogs, such as epoprostenol and iloprost, can inhibit platelet aggregation by activating specific receptors on the platelet surface. In addition to their antiplatelet effects, prostacyclin analogs are also potent vasodilators, meaning that they can dilate blood vessels and increase blood flow. This is due to their ability to activate receptors on the smooth muscle cells that line blood vessels, causing them to relax and widen. The vasodilatory effects of prostacyclin analogs are important for the treatment of conditions such as pulmonary arterial hypertension, in which the blood pressure in the arteries that supply the lungs is abnormally high.",False,What is a potential side effect of prostacyclin analogues?,0.3858766493075664,0.006731470137695571
,"Diaper rash is a common skin irritation that occurs in the diaper area of babies. Candida albicans, a type of fungus that is normally present in the body, can overgrow in the warm and moist environment of a baby's diaper and cause a rash. This is why Candida albicans is often implicated in cases of diaper rash.","Predicted Answer    Candida albicans are a bacterium that is a bac...
Name: 58, dtype: object","Candida albicans is a type of fungus that is commonly found in the human body. Specifically, it is considered normal flora of the gastrointestinal (GI) tract, including the oral cavity. This means that it is present in these parts of the body in healthy individuals, and does not typically cause any harm. However, in certain circumstances, such as when the immune system is compromised or when the normal balance of microorganisms in the body is disrupted, Candida albicans can overgrow and cause infections. Some examples of Candida infections include oral thrush, vaginal yeast infections, and systemic candidiasis.",False,"What is diaper rash, and what is the role of Candida albicans in causing it?",0.42419327005160035,0.011009091786485597
,"The cardiovascular manifestation of vasovagal syncope is bradycardia with sinus arrest. Vasovagal syncope is a type of fainting episode that occurs in response to certain triggers, such as emotional stress or pain. During a vasovagal syncope episode, there is a sudden drop in blood pressure and heart rate, which can cause a person to lose consciousness. The bradycardia with sinus arrest that occurs during vasovagal syncope is typically a temporary condition that resolves on its own once the trigger has been removed. However, in some cases, further medical evaluation and treatment may be necessary to address underlying cardiovascular issues.","Predicted Answer    Cardiovascular manifestations of vasovagal syn...
Name: 59, dtype: object","The cardiovascular manifestation of vasovagal syncope is bradycardia with sinus arrest. Vasovagal syncope is a type of fainting episode that occurs in response to certain triggers, such as emotional stress or pain. During a vasovagal syncope episode, there is a sudden drop in blood pressure and heart rate, which can cause a person to lose consciousness. The bradycardia with sinus arrest that occurs during vasovagal syncope is typically a temporary condition that resolves on its own once the trigger has been removed. However, in some cases, further medical evaluation and treatment may be necessary to address underlying cardiovascular issues.",True,What is the cardiovascular manifestation of vasovagal syncope?,0.8065211650838882,0.00387164331135723
,Distal RTA (type 1) may be caused by Lithium toxicity.,"Predicted Answer    adenosis
Name: 60, dtype: object",Distal RTA (type 1) may be caused by amphotericin B toxicity.,False,What is the name of the renal tubular acidosis that can be caused by Lithium toxicity?,0.12151515519534557,0.0
,"Endemic Burkitt lymphoma is associated with EBV infection. Endemic Burkitt lymphoma is a type of cancer that is most commonly found in equatorial Africa and is associated with the Epstein-Barr virus (EBV). EBV is a type of herpes virus that is found worldwide and is associated with several types of cancer, including Burkitt lymphoma. In endemic areas, the incidence of Burkitt lymphoma is highest in children and is thought to be related to the high prevalence of EBV infection in this population.","Predicted Answer    Burkitt lymphoma is a common infection in the ...
Name: 61, dtype: object","The Epstein-Barr Virus is associated with the endemic (African) form of Burkitt's lymphoma. Burkitt's lymphoma is a type of cancer that affects the lymphatic system, and is most commonly found in children and young adults. While the exact causes of Burkitt's lymphoma are not fully understood, it is known that the Epstein-Barr Virus plays a role in the development of some cases of the disease. Understanding the relationship between the Epstein-Barr Virus and Burkitt's lymphoma is an important area of research, as it may help to develop new treatments or vaccines to prevent or treat the disease.",False,What infection is associated with endemic Burkitt lymphoma?,0.7588333025256162,0.03196217928687801
,What medical conditions are associated with blood glucose levels below 800 and above 800?,"Predicted Answer    Blood glucose levels below 800 and above 800 a...
Name: 62, dtype: object",What medical conditions are associated with blood glucose levels below 800 and above 800?,True,What are the conditions associated with blood glucose levels below 800 and above 800?,0.784954252477938,0.30649400657578163
,"HSIL on Pap in pregnant women is typically managed with immediate colposcopy +/- biopsy. This procedure is safe to perform during pregnancy and can help to determine the extent of the abnormal cells and guide further treatment. The goal of management is to minimize the risk of progression to cervical cancer while also taking into account the potential risks to the developing fetus. Treatment options may include close monitoring, cervical cerclage, or surgical interventions such as loop electrosurgical excision procedure (LEEP) or cold knife conization. It is important for pregnant women with HSIL on Pap to discuss their options with their healthcare provider to determine the best course of action for their individual situation.","Predicted Answer    HSIL on Pap managed in pregnant women
Name: 63, dtype: object","HSIL on Pap in pregnant women is typically managed with immediate colposcopy +/- biopsy. This procedure is safe to perform during pregnancy and can help to determine the extent of the abnormal cells and guide further treatment. The goal of management is to minimize the risk of progression to cervical cancer while also taking into account the potential risks to the developing fetus. Treatment options may include close monitoring, cervical cerclage, or surgical interventions such as loop electrosurgical excision procedure (LEEP) or cold knife conization. It is important for pregnant women with HSIL on Pap to discuss their options with their healthcare provider to determine the best course of action for their individual situation.",True,How is HSIL on Pap managed in pregnant women?,0.7447327428153094,0.013091430481762003
,"Porcelain gallbladder is associated with an increased risk for gallbladder adenocarcinoma, a type of cancer that can be difficult to treat. As a result, the recommended treatment for porcelain gallbladder is usually cholecystectomy, or surgical removal of the gallbladder. While not all cases of porcelain gallbladder will progress to cancer, the risk is considered significant enough to warrant prophylactic treatment in most cases. Cholecystectomy is a relatively safe and effective procedure, and most patients are able to resume normal activities within a few weeks of surgery.","Predicted Answer    Symptoms of gallbladder include: a rash of a r...
Name: 64, dtype: object",The most common complication associated with gallstones is cholecystitis.,False,"What are the potential health risks associated with porcelain gallbladder, and what is the typical treatment for this condition?",0.43496965593981923,0.0029768520720554015
,"The probable diagnosis is acute otitis media, which is an infection of the middle ear. The symptoms of acute otitis media can include ear pain, fever, irritability, and difficulty hearing. On an otoscopic exam, the eardrum may appear red, bulging, and inflamed. Treatment for acute otitis media typically involves antibiotic medication to clear up the infection and relieve symptoms. Pain relievers may also be recommended to manage ear pain. In some cases, a healthcare provider may recommend a watchful waiting approach, especially if the child is older than 2 years and has mild symptoms. However, it is important to seek medical attention if a child is experiencing symptoms of acute otitis media to prevent potential complications and ensure appropriate treatment.","Predicted Answer    eardrum
Name: 65, dtype: object","The probable diagnosis is acute otitis media, which is an infection of the middle ear. The symptoms of acute otitis media can include ear pain, fever, irritability, and difficulty hearing. On an otoscopic exam, the eardrum may appear red, bulging, and inflamed. Treatment for acute otitis media typically involves antibiotic medication to clear up the infection and relieve symptoms. Pain relievers may also be recommended to manage ear pain. In some cases, a healthcare provider may recommend a watchful waiting approach, especially if the child is older than 2 years and has mild symptoms. However, it is important to seek medical attention if a child is experiencing symptoms of acute otitis media to prevent potential complications and ensure appropriate treatment.",True,"If a child presents with ear pain and a bulging, reddened eardrum on an otoscopic exam, what is the probable diagnosis?",0.5280663610591803,0.0015607487231954187
,Restless Leg Syndrome is often associated with iron deficiency.,"Predicted Answer    Restless leg syndrome
Name: 66, dtype: object",Restless Leg Syndrome is the movement disorder that is associated with both Iron Deficiency and Chronic Kidney Disease.,False,What type of deficiency is often associated with Restless Leg Syndrome?,0.7715928733308376,0.01727959142950042
,"Mitral stenosis is the only common heart murmur that is susceptible to balloon valvuloplasty. Mitral stenosis is a condition in which the mitral valve, which separates the left atrium and left ventricle of the heart, becomes narrowed and obstructs blood flow. Balloon valvuloplasty is a minimally invasive procedure in which a balloon-tipped catheter is inserted into the heart and inflated to widen the narrowed valve. This procedure can be effective in relieving symptoms and improving blood flow in patients with mitral stenosis. Other types of heart murmurs, such as aortic stenosis or mitral regurgitation, may require surgical interventions such as valve replacement or repair.","Predicted Answer    heart murmur
Name: 67, dtype: object","The murmur of both hypertrophic cardiomyopathy and mitral valve prolapse typically increases with the Valsalva maneuver. This is because the Valsalva maneuver causes a decrease in venous return to the heart, which results in a reduction in left ventricular volume and an increase in left ventricular pressure. In hypertrophic cardiomyopathy, this increase in pressure can exacerbate the obstruction to blood flow through the left ventricular outflow tract, leading to a louder murmur. In mitral valve prolapse, the increase in left ventricular pressure can cause the prolapsed mitral valve leaflets to move further into the left atrium, resulting in a longer and louder murmur. The increase in murmur intensity with the Valsalva maneuver is a characteristic finding in both conditions and can be used as a diagnostic tool.",False,Which heart murmur is the only one that can be treated with balloon valvuloplasty?,0.5657053349416725,0.00373273605055066
,The coronavirus is the virus that causes MERS.,"Predicted Answer    Viruses of the Middle East
Name: 68, dtype: object","High-pathogenicity strains of coronavirus can cause a range of diseases, including Middle East Respiratory Syndrome (MERS), Severe Acute Respiratory Syndrome Coronavirus 1 (SARS-CoV-1), and Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). These viruses can cause severe respiratory illness and, in some cases, can be fatal. The ongoing COVID-19 pandemic, caused by SARS-CoV-2, has highlighted the need for continued research and development of treatments and vaccines for coronaviruses, as well as the importance of taking measures to prevent the spread of infectious diseases.",False,What virus is responsible for causing Middle East Respiratory Syndrome (MERS)?,0.4893924221108313,0.013758777297397084
,"Candida vaginitis (Candida albicans infection) is the cause of vaginitis that is characterized by a thick, white discharge and vaginal inflammation.","Predicted Answer    vaginal inflammation
Name: 69, dtype: object","Bacterial vaginosis (Gardnerella vaginalis infection) is the cause of vaginitis that is characterized by a thin, white discharge with a fishy odor and no vaginal inflammation.",False,"Which cause of vaginitis is characterized by a thick, white discharge and vaginal inflammation?",0.615996554072892,0.01772984226469502
,"The Charcot triad is a set of three classic symptoms that include jaundice, fever, and pain in the right upper quadrant of the abdomen (RUQ). This triad of symptoms is commonly associated with ascending cholangitis, a medical condition that involves inflammation and infection of the bile ducts. When a patient presents with these symptoms, it may be indicative of ascending cholangitis and further diagnostic testing and treatment may be necessary.","Predicted Answer    a syphilis
Name: 70, dtype: object","The Charcot triad is a set of three classic symptoms that are commonly associated with ascending cholangitis, a medical condition that involves inflammation and infection of the bile ducts. The triad includes jaundice, fever, and pain in the right upper quadrant of the abdomen (RUQ). When a patient presents with these symptoms, it may be indicative of ascending cholangitis and further diagnostic testing and treatment may be necessary.",False,"What are the three classic symptoms of the Charcot triad, and which medical condition is commonly associated with them?",0.23728246977860884,0.002728984041744943
,"Factitious disorders are a type of mental illness in which a patient consciously creates physical and/or psychological symptoms in order to assume a ""sick role"" and receive medical attention and sympathy. This is different from other types of illnesses, which are typically caused by underlying physical or biological factors. In factitious disorders, the patient intentionally creates and maintains their symptoms, often going to great lengths to do so. This can make diagnosis and treatment challenging, as patients may be resistant to acknowledging the underlying psychological issues that are driving their behavior. Understanding the unique characteristics of factitious disorders is important for identifying and treating these conditions in patients.","Predicted Answer    Symptoms of factitism include: a rash, a rash,...
Name: 71, dtype: object","Factitious disorders are a type of mental illness in which a patient consciously creates physical and/or psychological symptoms in order to assume a ""sick role"" and receive medical attention and sympathy. This is different from other types of illnesses, which are typically caused by underlying physical or biological factors. In factitious disorders, the patient intentionally creates and maintains their symptoms, often going to great lengths to do so. This can make diagnosis and treatment challenging, as patients may be resistant to acknowledging the underlying psychological issues that are driving their behavior. Understanding the unique characteristics of factitious disorders is important for identifying and treating these conditions in patients.",True,"What are factitious disorders, and how do they differ from other types of illnesses?",0.5642401260622566,0.00236875207461064
,Tricuspid atresia is the medical condition characterized by the failure of the tricuspid valve orifice to develop.,"Predicted Answer    Surgical failure of the tricuspid valve orifice
Name: 72, dtype: object",Tricuspid atresia is the medical condition characterized by the failure of the tricuspid valve orifice to develop.,True,What is the medical condition characterized by the failure of the tricuspid valve orifice to develop?,0.7375490671168408,0.26460159523593296
